,carat,cut,cut_ord,color,clarity,clarity_ord,price
20484,0.4,Ideal,5,H,SI1,3,896
20485,0.34,Good,2,D,VS2,5,644
20486,1.15,Ideal,5,H,I1,1,3606
20487,2.42,Premium,4,J,VS2,5,17168
20488,0.9,Very Good,3,E,SI1,3,4165
20489,1.26,Very Good,3,E,SI2,2,5976
20490,1.05,Good,2,I,VS2,5,4550
20491,1.09,Premium,4,J,VS1,4,4303
20492,0.38,Premium,4,D,VS2,5,1117
20493,0.3,Ideal,5,H,IF,8,789
20494,0.46,Good,2,F,VS1,4,1228
20495,0.52,Ideal,5,F,SI1,3,1383
20496,2,Good,2,J,I1,1,6521
20497,0.38,Ideal,5,D,SI1,3,884
20498,1.53,Premium,4,I,VS1,4,10098
20499,0.32,Premium,4,G,IF,8,952
20500,2.16,Premium,4,I,SI1,3,17313
20501,0.41,Very Good,3,D,VS2,5,871
20502,0.3,Very Good,3,H,VVS1,7,638
20503,0.36,Very Good,3,D,VS2,5,759
20504,0.92,Premium,4,G,SI2,2,3318
20505,1.13,Ideal,5,D,VVS2,6,12261
20506,1.81,Premium,4,G,SI1,3,11854
20507,0.5,Good,2,G,VVS1,7,1966
20508,0.7,Ideal,5,F,SI1,3,2409
20509,0.79,Ideal,5,I,SI1,3,2539
20510,1.55,Premium,4,J,SI1,3,7502
20511,0.3,Very Good,3,H,VS2,5,608
20512,0.55,Premium,4,G,VS2,5,1668
20513,0.41,Premium,4,I,VVS2,6,827
20514,1.01,Premium,4,G,SI1,3,4805
20515,0.34,Ideal,5,E,SI1,3,596
20516,0.34,Very Good,3,I,VS2,5,477
20517,0.7,Premium,4,G,SI2,2,1814
20518,1.64,Ideal,5,I,VS2,5,10562
20519,0.5,Ideal,5,H,VVS1,7,1648
20520,0.3,Premium,4,G,VVS2,6,878
20521,0.92,Good,2,F,SI2,2,3787
20522,1,Good,2,G,VS2,5,5645
20523,0.26,Good,2,F,VS1,4,373
20524,0.53,Very Good,3,G,SI1,3,1237
20525,1.12,Ideal,5,F,VS2,5,8074
20526,0.3,Ideal,5,F,IF,8,886
20527,0.41,Ideal,5,D,SI1,3,1015
20528,0.55,Ideal,5,D,VVS2,6,3468
20529,0.52,Premium,4,G,VVS2,6,1911
20530,0.32,Very Good,3,F,VVS1,7,886
20531,1.21,Good,2,E,SI1,3,6861
20532,2.02,Very Good,3,I,VS2,5,14620
20533,0.7,Ideal,5,E,VS2,5,2777
20534,0.33,Premium,4,E,SI1,3,693
20535,1.5,Very Good,3,H,VS2,5,11025
20536,0.42,Ideal,5,E,VS1,4,1014
20537,0.31,Good,2,G,VS2,5,507
20538,0.51,Premium,4,I,SI2,2,956
20539,0.3,Ideal,5,H,VVS2,6,590
20540,0.3,Ideal,5,F,VVS2,6,694
20541,1,Good,2,G,SI1,3,4218
20542,0.3,Ideal,5,F,SI1,3,475
20543,1.2,Ideal,5,H,VS1,4,7473
20544,1.7,Premium,4,H,SI1,3,11709
20545,0.5,Good,2,G,SI2,2,1121
20546,0.35,Premium,4,F,VS2,5,706
20547,0.32,Ideal,5,H,VS1,4,561
20548,0.41,Ideal,5,D,VS1,4,1151
20549,1.84,Ideal,5,J,VS1,4,8828
20550,0.3,Ideal,5,F,IF,8,886
20551,1.5,Ideal,5,I,SI1,3,8685
20552,1.21,Premium,4,G,SI2,2,4976
20553,1.02,Very Good,3,D,SI1,3,6863
20554,0.55,Very Good,3,F,VVS2,6,2102
20555,1.26,Very Good,3,H,SI2,2,5736
20556,0.36,Ideal,5,G,SI1,3,537
20557,1.01,Good,2,G,SI2,2,3852
20558,1.01,Good,2,F,VVS2,6,7915
20559,2.14,Good,2,H,SI1,3,14395
20560,1.09,Very Good,3,I,SI2,2,4078
20561,0.95,Premium,4,F,SI2,2,2867
20562,1.01,Premium,4,F,SI1,3,4632
20563,0.7,Very Good,3,E,VS2,5,2553
20564,0.91,Very Good,3,F,VVS2,6,5733
20565,0.31,Ideal,5,G,IF,8,891
20566,0.9,Very Good,3,F,SI2,2,3601
20567,1,Very Good,3,F,SI1,3,4851
20568,0.33,Ideal,5,E,VS2,5,928
20569,0.9,Very Good,3,E,IF,8,7747
20570,1.24,Ideal,5,E,SI1,3,7701
20571,0.76,Ideal,5,F,SI2,2,2469
20572,0.33,Ideal,5,E,IF,8,1289
20573,1.18,Premium,4,G,VVS2,6,9304
20574,1.31,Premium,4,H,VS2,5,6095
20575,1.3,Fair,1,J,SI1,3,5488
20576,0.32,Very Good,3,G,SI1,3,477
20577,0.5,Ideal,5,G,VVS1,7,1883
20578,0.9,Very Good,3,I,VS2,5,3709
20579,0.9,Premium,4,E,VS1,4,5535
20580,1.88,Good,2,J,SI2,2,8048
20581,0.59,Ideal,5,D,SI1,3,1821
20582,0.42,Very Good,3,D,VS2,5,910
20583,2.01,Ideal,5,I,VS1,4,17523
20584,0.52,Ideal,5,D,VS2,5,1868
20585,0.26,Very Good,3,G,VVS2,6,486
20586,0.73,Premium,4,F,VS2,5,2882
20587,1.57,Premium,4,I,VVS2,6,11146
20588,0.5,Very Good,3,E,SI2,2,1077
20589,1.52,Premium,4,G,VS2,5,13287
20590,1.01,Premium,4,D,SI2,2,4805
20591,0.8,Good,2,F,VS2,5,3283
20592,0.32,Premium,4,E,VS2,5,900
20593,0.7,Very Good,3,G,VVS2,6,2931
20594,1.23,Very Good,3,E,VVS2,6,11175
20595,0.23,Very Good,3,F,IF,8,530
20596,0.51,Very Good,3,E,VS1,4,1970
20597,0.9,Very Good,3,F,SI2,2,3519
20598,0.41,Ideal,5,F,VS1,4,1007
20599,0.3,Ideal,5,G,VVS2,6,684
20600,1.01,Premium,4,H,VS1,4,5515
20601,0.3,Very Good,3,G,IF,8,895
20602,1.13,Premium,4,H,SI1,3,5101
20603,1.01,Premium,4,G,VVS2,6,6843
20604,0.31,Very Good,3,F,VS1,4,675
20605,0.7,Very Good,3,G,VVS2,6,2905
20606,0.31,Ideal,5,D,VS2,5,734
20607,0.4,Ideal,5,I,VVS1,7,842
20608,1,Premium,4,H,I1,1,2058
20609,0.3,Very Good,3,G,VVS1,7,737
20610,1.02,Premium,4,D,SI2,2,4381
20611,0.31,Premium,4,F,VS2,5,802
20612,2.03,Ideal,5,H,SI1,3,17864
20613,1.55,Ideal,5,I,VS1,4,10869
20614,2,Ideal,5,H,SI1,3,18604
20615,0.81,Ideal,5,F,SI2,2,2843
20616,0.4,Premium,4,D,VS2,5,1050
20617,1.38,Ideal,5,G,VS1,4,11527
20618,0.3,Premium,4,D,VS2,5,911
20619,1.01,Very Good,3,H,VS2,5,4692
20620,1.02,Premium,4,E,VS2,5,6032
20621,0.34,Ideal,5,E,VS2,5,956
20622,0.99,Very Good,3,J,SI1,3,4002
20623,0.62,Premium,4,D,SI2,2,1777
20624,0.7,Fair,1,E,VS2,5,2697
20625,0.5,Ideal,5,D,VS1,4,2454
20626,0.32,Premium,4,H,VS2,5,505
20627,0.31,Very Good,3,G,VVS1,7,816
20628,0.56,Ideal,5,G,VVS1,7,2318
20629,0.32,Very Good,3,E,VVS1,7,931
20630,0.3,Ideal,5,I,VVS2,6,532
20631,1.04,Good,2,D,SI1,3,5605
20632,0.32,Ideal,5,F,VVS1,7,990
20633,0.61,Ideal,5,J,VVS1,7,1692
20634,0.4,Ideal,5,F,VVS2,6,1039
20635,1.01,Premium,4,I,SI2,2,3665
20636,1.5,Very Good,3,H,SI2,2,7291
20637,0.37,Ideal,5,F,IF,8,1092
20638,0.7,Premium,4,H,VS1,4,2435
20639,1.52,Premium,4,E,SI2,2,9831
20640,1.27,Ideal,5,J,VVS2,6,6430
20641,1,Very Good,3,H,SI1,3,4953
20642,0.3,Premium,4,I,VS1,4,473
20643,0.9,Premium,4,H,VS2,5,4082
20644,1.51,Fair,1,I,SI2,2,6156
20645,2.02,Premium,4,H,SI2,2,12680
20646,0.31,Premium,4,D,SI2,2,462
20647,0.52,Premium,4,E,I1,1,1037
20648,1.14,Very Good,3,J,SI2,2,4470
20649,0.38,Very Good,3,F,VVS1,7,1087
20650,0.3,Premium,4,E,VS2,5,844
20651,0.37,Ideal,5,F,VVS2,6,987
20652,0.31,Ideal,5,I,IF,8,652
20653,1,Good,2,F,SI1,3,4504
20654,0.73,Premium,4,F,VS2,5,2841
20655,0.32,Ideal,5,I,VVS2,6,540
20656,0.33,Ideal,5,F,VVS2,6,761
20657,1.9,Premium,4,G,SI2,2,13919
20658,0.91,Ideal,5,J,VS2,5,3256
20659,1.51,Premium,4,E,SI2,2,7610
20660,0.4,Very Good,3,F,IF,8,1404
20661,0.7,Ideal,5,G,SI1,3,2276
20662,2.09,Ideal,5,I,SI2,2,13933
20663,0.3,Premium,4,I,VVS1,7,552
20664,1.03,Premium,4,E,SI2,2,4070
20665,0.52,Ideal,5,D,VS2,5,1919
20666,0.34,Ideal,5,I,VS1,4,537
20667,0.7,Good,2,D,SI1,3,2525
20668,0.34,Premium,4,E,SI2,2,612
20669,0.72,Ideal,5,D,SI1,3,3322
20670,0.7,Very Good,3,F,VS1,4,2808
20671,0.32,Very Good,3,D,VVS2,6,804
20672,1.3,Premium,4,F,VS1,4,11392
20673,0.33,Ideal,5,E,VS1,4,781
20674,0.72,Very Good,3,J,SI1,3,1886
20675,1.25,Premium,4,I,VS2,5,5925
20676,0.3,Very Good,3,G,SI1,3,432
20677,0.3,Premium,4,F,SI1,3,641
20678,0.4,Ideal,5,H,VVS1,7,1088
20679,1.52,Good,2,G,SI1,3,9368
20680,0.4,Very Good,3,H,VS2,5,746
20681,0.31,Ideal,5,E,VS2,5,680
20682,1.05,Ideal,5,G,VVS1,7,8623
20683,1.01,Premium,4,H,SI1,3,4191
20684,1.01,Premium,4,F,VS1,4,6176
20685,1.51,Good,2,G,VS1,4,13686
20686,0.35,Ideal,5,E,VS1,4,840
20687,0.65,Ideal,5,H,VVS2,6,2210
20688,1.06,Premium,4,F,SI1,3,5142
20689,0.46,Ideal,5,E,SI2,2,935
20690,2.01,Premium,4,H,VS2,5,13342
20691,1.02,Ideal,5,F,SI2,2,4968
20692,0.37,Ideal,5,E,VS2,5,1041
20693,0.92,Premium,4,G,SI1,3,3751
20694,0.88,Ideal,5,I,SI1,3,3264
20695,1.2,Very Good,3,I,VS1,4,6192
20696,2.05,Premium,4,J,VS2,5,13667
20697,1.5,Very Good,3,E,SI1,3,10929
20698,1.27,Very Good,3,F,VVS1,7,13200
20699,0.51,Ideal,5,F,VS2,5,1687
20700,2.16,Premium,4,H,SI2,2,11473
20701,0.31,Ideal,5,H,VS2,5,628
20702,1.57,Ideal,5,H,VS1,4,12810
20703,0.31,Premium,4,H,IF,8,816
20704,1.51,Very Good,3,G,SI1,3,9664
20705,1.5,Good,2,G,VS2,5,11294
20706,0.31,Ideal,5,D,VS1,4,673
20707,0.31,Ideal,5,G,VVS1,7,789
20708,1.55,Very Good,3,E,SI2,2,9557
20709,0.73,Ideal,5,G,SI1,3,2377
20710,0.71,Good,2,I,VS2,5,2145
20711,1,Good,2,I,SI1,3,3360
20712,0.53,Ideal,5,E,VS2,5,1776
20713,0.7,Very Good,3,F,VS1,4,2925
20714,1.19,Very Good,3,H,VS2,5,6819
20715,0.72,Premium,4,G,VS2,5,2405
20716,1.2,Very Good,3,G,SI2,2,5250
20717,2.02,Ideal,5,I,VS1,4,17936
20718,1.23,Ideal,5,H,VS2,5,7130
20719,0.33,Ideal,5,E,VVS1,7,1374
20720,0.35,Ideal,5,E,VS2,5,767
20721,0.8,Ideal,5,G,VS2,5,3494
20722,0.71,Ideal,5,G,VVS1,7,3210
20723,0.38,Good,2,D,VS2,5,871
20724,1.01,Very Good,3,G,SI2,2,4249
20725,2.04,Premium,4,I,VS2,5,16768
20726,1.04,Very Good,3,D,SI2,2,4252
20727,0.51,Ideal,5,E,VS2,5,1656
20728,0.31,Ideal,5,G,SI1,3,493
20729,0.3,Ideal,5,D,VS2,5,670
20730,0.3,Very Good,3,F,VVS1,7,858
20731,1.03,Premium,4,E,SI1,3,5101
20732,0.64,Ideal,5,H,SI2,2,1125
20733,1.02,Very Good,3,E,VS2,5,6915
20734,1.2,Ideal,5,G,VVS1,7,10786
20735,0.3,Ideal,5,I,VS2,5,438
20736,0.5,Very Good,3,H,VS1,4,1598
20737,0.72,Premium,4,G,VVS2,6,2703
20738,1.24,Ideal,5,J,VS2,5,6639
20739,0.3,Very Good,3,G,VS2,5,675
20740,0.32,Premium,4,E,VVS1,7,954
20741,2.2,Ideal,5,I,SI2,2,13512
20742,1,Good,2,E,VVS2,6,7692
20743,1.53,Ideal,5,I,SI2,2,7859
20744,0.31,Premium,4,F,VS2,5,749
20745,1.03,Very Good,3,G,VS2,5,6786
20746,1.02,Premium,4,G,VS2,5,6169
20747,1.13,Premium,4,G,VS1,4,7720
20748,1.2,Very Good,3,G,VVS2,6,9337
20749,0.5,Ideal,5,G,VS2,5,1449
20750,0.73,Very Good,3,G,VVS2,6,3288
20751,0.3,Ideal,5,H,VVS2,6,776
20752,0.31,Premium,4,E,VVS1,7,1012
20753,2.15,Very Good,3,I,SI2,2,12100
20754,1.03,Ideal,5,J,SI1,3,4395
20755,0.34,Ideal,5,D,VVS2,6,1174
20756,1.21,Ideal,5,H,VVS2,6,7954
20757,1.8,Premium,4,I,SI2,2,8457
20758,0.57,Very Good,3,I,SI2,2,1000
20759,0.27,Very Good,3,F,VS1,4,518
20760,1,Very Good,3,D,SI2,2,4595
20761,1.27,Good,2,F,I1,1,4324
20762,0.57,Ideal,5,F,VVS2,6,2360
20763,0.5,Fair,1,F,VS2,5,1225
20764,1.03,Ideal,5,E,SI1,3,5476
20765,1.07,Ideal,5,G,VS2,5,6471
20766,1,Premium,4,E,SI2,2,4648
20767,0.31,Premium,4,H,VS1,4,698
20768,2.01,Very Good,3,J,SI1,3,12257
20769,0.4,Ideal,5,G,IF,8,1229
20770,0.54,Premium,4,E,SI1,3,1361
20771,0.3,Ideal,5,E,VS1,4,911
20772,0.52,Ideal,5,G,VS1,4,1722
20773,0.71,Ideal,5,D,SI2,2,2564
20774,1.04,Very Good,3,J,SI2,2,3459
20775,0.4,Premium,4,I,VS1,4,945
20776,0.33,Ideal,5,J,VS1,4,557
20777,0.71,Very Good,3,G,SI1,3,2206
20778,1.24,Good,2,G,VS2,5,8672
20779,2.02,Good,2,I,VS2,5,16789
20780,0.4,Very Good,3,E,VVS1,7,1217
20781,1.52,Very Good,3,G,VS2,5,12359
20782,0.33,Very Good,3,I,VS1,4,575
20783,0.3,Good,2,G,VVS2,6,684
20784,1.62,Premium,4,G,VS1,4,15188
20785,1.11,Ideal,5,I,VS1,4,6758
20786,1,Good,2,D,IF,8,15928
20787,0.32,Ideal,5,E,VS1,4,972
20788,0.3,Ideal,5,G,VVS1,7,764
20789,1.51,Premium,4,F,VS2,5,13221
20790,1.71,Ideal,5,G,VS1,4,17009
20791,0.54,Very Good,3,F,VS2,5,1889
20792,0.36,Ideal,5,F,VS2,5,786
20793,1.01,Ideal,5,I,SI1,3,4509
20794,0.53,Ideal,5,E,SI2,2,1229
20795,0.72,Ideal,5,F,SI1,3,2440
20796,0.44,Ideal,5,G,VVS1,7,1235
20797,0.3,Premium,4,H,VVS1,7,796
20798,0.58,Ideal,5,D,VVS1,7,3206
20799,0.31,Very Good,3,E,VVS2,6,721
20800,0.32,Ideal,5,F,VS2,5,645
20801,1.17,Ideal,5,G,VS2,5,7413
20802,0.53,Premium,4,G,VS2,5,1607
20803,1.52,Ideal,5,H,SI1,3,10589
20804,1.04,Premium,4,E,VS2,5,7175
20805,0.58,Good,2,G,VS2,5,1287
20806,0.39,Ideal,5,G,SI2,2,683
20807,0.56,Good,2,F,VS1,4,1712
20808,1.2,Very Good,3,I,SI1,3,5476
20809,2.48,Premium,4,I,VS2,5,16820
20810,0.53,Ideal,5,G,VVS2,6,1881
20811,1.44,Ideal,5,G,VS1,4,12093
20812,0.33,Very Good,3,F,VVS1,7,912
20813,1.11,Ideal,5,G,VVS2,6,8843
20814,0.75,Ideal,5,E,SI1,3,2821
20815,0.72,Premium,4,H,IF,8,3048
20816,0.96,Good,2,H,SI2,2,3548
20817,1.39,Premium,4,I,SI2,2,4826
20818,0.32,Premium,4,H,VS1,4,720
20819,0.3,Premium,4,E,VS1,4,911
20820,1.18,Premium,4,G,VVS2,6,9304
20821,0.42,Ideal,5,E,SI2,2,882
20822,0.71,Very Good,3,F,SI2,2,2098
20823,0.77,Ideal,5,E,SI1,3,3827
20824,0.56,Very Good,3,G,SI1,3,1340
20825,1,Premium,4,F,SI1,3,4234
20826,0.5,Very Good,3,F,SI1,3,1214
20827,0.41,Ideal,5,E,SI1,3,969
20828,0.32,Very Good,3,E,SI2,2,449
20829,1.01,Premium,4,D,VVS2,6,8065
20830,1.06,Premium,4,H,VS2,5,5205
20831,0.41,Ideal,5,F,VS2,5,1107
20832,1.13,Very Good,3,D,SI2,2,5408
20833,1.01,Premium,4,G,SI2,2,3173
20834,0.85,Premium,4,F,VVS2,6,4530
20835,0.56,Ideal,5,F,VS1,4,2016
20836,0.3,Fair,1,E,VS2,5,630
20837,0.5,Ideal,5,H,VVS2,6,1608
20838,0.28,Very Good,3,D,VS1,4,514
20839,0.41,Ideal,5,E,VS2,5,1087
20840,1.17,Fair,1,H,SI2,2,4717
20841,0.51,Good,2,I,SI1,3,959
20842,0.5,Ideal,5,H,VS2,5,1626
20843,1,Fair,1,G,SI2,2,3541
20844,1.25,Premium,4,G,VS2,5,7948
20845,0.51,Ideal,5,G,VS2,5,1443
20846,0.77,Ideal,5,H,VS2,5,3996
20847,1,Premium,4,G,VS2,5,6048
20848,0.43,Good,2,H,VVS1,7,1037
20849,1.56,Premium,4,J,VS1,4,7144
20850,1.36,Premium,4,E,SI2,2,7677
20851,1.2,Ideal,5,F,VS2,5,8436
20852,0.31,Premium,4,E,VS2,5,680
20853,1.21,Premium,4,H,SI2,2,5218
20854,0.33,Ideal,5,E,VS2,5,928
20855,0.7,Fair,1,E,SI1,3,2125
20856,0.3,Ideal,5,D,VVS2,6,741
20857,1,Good,2,H,VS2,5,4861
20858,0.71,Premium,4,F,SI2,2,2331
20859,1.5,Very Good,3,E,SI1,3,11325
20860,1.51,Very Good,3,D,VS1,4,15513
20861,1.01,Good,2,F,VS1,4,5786
20862,1.72,Premium,4,H,SI1,3,12998
20863,1.52,Ideal,5,F,SI1,3,12183
20864,0.71,Very Good,3,E,SI1,3,2441
20865,0.54,Ideal,5,I,SI1,3,1170
20866,1.15,Ideal,5,H,VS2,5,6772
20867,0.7,Very Good,3,H,VVS2,6,2585
20868,0.42,Premium,4,F,SI1,3,773
20869,0.61,Very Good,3,G,VVS2,6,2351
20870,1.11,Premium,4,H,VS2,5,6527
20871,0.23,Very Good,3,E,VVS2,6,485
20872,0.7,Ideal,5,D,SI1,3,2872
20873,0.45,Ideal,5,F,SI2,2,996
20874,1,Very Good,3,H,SI1,3,5287
20875,0.43,Premium,4,F,SI1,3,948
20876,0.7,Ideal,5,H,VVS1,7,2947
20877,0.42,Ideal,5,F,SI1,3,843
20878,0.53,Ideal,5,D,VS2,5,1694
20879,0.7,Ideal,5,I,SI1,3,1790
20880,0.9,Good,2,G,SI1,3,3574
20881,0.51,Ideal,5,E,VS2,5,1656
20882,0.51,Very Good,3,E,VS2,5,1577
20883,0.38,Very Good,3,D,SI2,2,633
20884,1.01,Premium,4,I,SI2,2,3360
20885,0.33,Very Good,3,G,VS1,4,681
20886,0.3,Premium,4,I,VVS1,7,709
20887,0.38,Ideal,5,E,VVS1,7,1327
20888,1,Fair,1,G,VS1,4,4630
20889,0.44,Very Good,3,G,SI1,3,786
20890,0.53,Very Good,3,G,VS1,4,1655
20891,1.01,Premium,4,G,VS1,4,6335
20892,0.96,Ideal,5,I,I1,1,2363
20893,0.21,Premium,4,D,VS2,5,386
20894,1.21,Ideal,5,F,VS1,4,9335
20895,0.57,Premium,4,E,VS2,5,1949
20896,0.39,Ideal,5,G,VVS1,7,1170
20897,1.01,Ideal,5,H,VS2,5,5306
20898,0.42,Ideal,5,G,VS2,5,1087
20899,0.72,Ideal,5,E,SI2,2,2530
20900,0.41,Very Good,3,G,VVS1,7,1151
20901,0.23,Very Good,3,F,VVS2,6,530
20902,0.31,Ideal,5,E,VS2,5,680
20903,1.23,Very Good,3,H,VS2,5,6459
20904,1.2,Ideal,5,I,SI1,3,5510
20905,1.09,Ideal,5,F,VS2,5,7385
20906,0.53,Ideal,5,G,SI1,3,1308
20907,0.3,Very Good,3,F,SI1,3,500
20908,1.5,Premium,4,E,VS1,4,13513
20909,0.72,Ideal,5,F,SI2,2,2466
20910,0.32,Good,2,D,SI1,3,589
20911,1.01,Ideal,5,G,SI1,3,4694
20912,0.71,Ideal,5,I,VVS1,7,2559
20913,1.14,Very Good,3,I,SI1,3,4788
20914,0.71,Very Good,3,F,VS1,4,3045
20915,1.2,Premium,4,G,VS2,5,7603
20916,0.78,Good,2,E,SI2,2,2363
20917,0.31,Ideal,5,G,VS2,5,698
20918,1,Premium,4,G,VS2,5,6209
20919,0.36,Very Good,3,G,VVS2,6,858
20920,0.72,Very Good,3,G,IF,8,3405
20921,1,Premium,4,G,VS2,5,5645
20922,0.77,Ideal,5,J,SI1,3,2257
20923,0.32,Premium,4,H,VS1,4,561
20924,0.7,Premium,4,H,SI1,3,2176
20925,0.23,Very Good,3,E,VVS2,6,505
20926,0.34,Ideal,5,E,SI1,3,637
20927,0.31,Very Good,3,G,VS2,5,559
20928,0.3,Ideal,5,E,VS2,5,673
20929,0.24,Very Good,3,F,VVS1,7,478
20930,0.85,Ideal,5,G,SI2,2,2913
20931,0.41,Ideal,5,G,VS1,4,899
20932,2.01,Ideal,5,G,SI2,2,18259
20933,0.4,Premium,4,F,VVS1,7,1323
20934,1.01,Premium,4,G,VVS2,6,7466
20935,0.4,Very Good,3,D,VS2,5,850
20936,0.3,Premium,4,E,VS2,5,658
20937,0.53,Ideal,5,E,SI2,2,1438
20938,0.59,Ideal,5,D,SI1,3,1835
20939,0.52,Very Good,3,D,VS1,4,1829
20940,0.4,Ideal,5,F,VVS2,6,1196
20941,0.21,Premium,4,D,VS2,5,386
20942,2.02,Ideal,5,I,SI1,3,16560
20943,1.14,Ideal,5,F,VVS2,6,9070
20944,0.54,Premium,4,G,VS2,5,1637
20945,1.35,Ideal,5,H,VVS1,7,10639
20946,1.04,Ideal,5,F,I1,1,3718
20947,0.71,Premium,4,H,SI1,3,2006
20948,1.01,Very Good,3,G,SI2,2,4249
20949,0.41,Very Good,3,D,SI1,3,717
20950,0.32,Ideal,5,I,VS2,5,449
20951,0.23,Very Good,3,E,VS2,5,402
20952,1,Premium,4,F,SI1,3,4704
20953,1.57,Premium,4,I,SI2,2,7484
20954,1.24,Premium,4,F,SI1,3,6874
20955,0.36,Very Good,3,D,SI1,3,663
20956,1.27,Ideal,5,J,SI2,2,4693
20957,1,Good,2,G,VS2,5,5667
20958,0.51,Very Good,3,D,VS1,4,1616
20959,0.68,Good,2,G,VVS1,7,3225
20960,1.28,Premium,4,H,SI1,3,6946
20961,0.4,Very Good,3,E,VS2,5,791
20962,1.51,Good,2,J,VS2,5,7207
20963,0.8,Very Good,3,F,VS2,5,3471
20964,0.32,Premium,4,H,SI1,3,591
20965,1.01,Ideal,5,G,VVS2,6,7941
20966,0.52,Very Good,3,F,SI1,3,1354
20967,0.57,Very Good,3,D,SI2,2,1413
20968,0.7,Ideal,5,D,SI2,2,2551
20969,1.52,Premium,4,I,SI2,2,7341
20970,1.16,Ideal,5,E,SI1,3,6755
20971,0.52,Very Good,3,H,VS2,5,1385
20972,0.55,Premium,4,G,VS2,5,1645
20973,0.72,Ideal,5,E,SI1,3,2626
20974,0.34,Premium,4,H,VS1,4,596
20975,0.38,Ideal,5,D,VS2,5,954
20976,1.21,Ideal,5,H,VS2,5,7426
20977,0.71,Ideal,5,D,SI2,2,2633
20978,0.3,Premium,4,H,VVS2,6,776
20979,1.02,Premium,4,G,SI1,3,4381
20980,0.71,Good,2,H,SI1,3,2096
20981,0.38,Ideal,5,I,VS1,4,703
20982,0.29,Ideal,5,G,VVS1,7,607
20983,1.01,Good,2,G,SI1,3,5113
20984,1.04,Premium,4,G,VS2,5,6177
20985,1.04,Ideal,5,H,VS1,4,6255
20986,1.04,Ideal,5,E,VVS2,6,9901
20987,0.72,Premium,4,G,VS1,4,2646
20988,0.82,Very Good,3,H,SI1,3,2836
20989,0.3,Ideal,5,H,SI1,3,450
20990,1.51,Fair,1,G,SI2,2,8794
20991,1.11,Premium,4,E,SI1,3,5908
20992,0.79,Ideal,5,G,VVS2,6,3760
20993,1.52,Fair,1,H,SI2,2,7388
20994,0.36,Ideal,5,D,SI1,3,619
20995,0.4,Very Good,3,D,VS1,4,967
20996,1.5,Fair,1,F,SI2,2,7056
20997,0.72,Premium,4,I,SI1,3,2262
20998,0.9,Good,2,D,SI1,3,3755
20999,1,Good,2,H,SI2,2,3192
21000,0.41,Ideal,5,D,SI2,2,683
21001,0.93,Ideal,5,H,VS1,4,5375
21002,0.34,Ideal,5,E,VS1,4,1033
21003,0.71,Ideal,5,H,SI2,2,2122
21004,1,Premium,4,H,SI1,3,4469
21005,0.72,Ideal,5,F,SI1,3,2737
21006,0.55,Ideal,5,G,SI1,3,1605
21007,1.06,Premium,4,F,SI2,2,4719
21008,0.71,Ideal,5,J,SI1,3,1940
21009,2.06,Very Good,3,G,SI2,2,15805
21010,0.52,Very Good,3,E,VS1,4,2092
21011,0.8,Premium,4,F,SI1,3,3082
21012,0.36,Ideal,5,D,VS2,5,1094
21013,1.53,Ideal,5,G,VS2,5,12907
21014,0.3,Ideal,5,F,IF,8,886
21015,0.51,Very Good,3,E,SI1,3,1318
21016,0.32,Premium,4,G,VS2,5,720
21017,1.51,Premium,4,H,VVS1,7,12224
21018,0.55,Ideal,5,E,VS1,4,1764
21019,1.01,Premium,4,F,VS2,5,6674
21020,1,Fair,1,I,SI1,3,3920
21021,0.5,Premium,4,D,VS2,5,1752
21022,0.26,Ideal,5,F,SI1,3,447
21023,0.31,Premium,4,D,SI1,3,732
21024,1.02,Good,2,D,SI1,3,5497
21025,1.24,Premium,4,F,VS1,4,9930
21026,0.31,Ideal,5,G,VS1,4,625
21027,1.01,Very Good,3,F,SI1,3,4632
21028,0.55,Ideal,5,F,VS2,5,1715
21029,0.44,Premium,4,G,VVS2,6,1155
21030,1.13,Premium,4,E,SI2,2,3898
21031,0.42,Ideal,5,D,VS1,4,1235
21032,0.5,Very Good,3,E,SI2,2,1181
21033,0.81,Ideal,5,D,SI2,2,3160
21034,0.31,Ideal,5,E,IF,8,987
21035,1.01,Premium,4,F,SI2,2,4497
21036,0.7,Ideal,5,I,VVS2,6,2487
21037,1.02,Very Good,3,E,SI1,3,5456
21038,0.3,Very Good,3,D,VS2,5,710
21039,0.7,Good,2,I,SI1,3,2034
21040,0.42,Ideal,5,I,SI1,3,690
21041,1.5,Premium,4,F,VS1,4,15708
21042,0.56,Very Good,3,E,VVS2,6,2442
21043,0.38,Ideal,5,I,VVS2,6,809
21044,0.32,Premium,4,G,VS1,4,828
21045,0.36,Ideal,5,E,SI1,3,631
21046,0.52,Premium,4,D,VS2,5,1828
21047,0.42,Good,2,F,SI1,3,722
21048,0.7,Good,2,G,SI1,3,2209
21049,0.74,Ideal,5,I,VS2,5,2374
21050,0.9,Good,2,E,SI1,3,4165
21051,1.22,Very Good,3,J,SI2,2,4861
21052,1.51,Premium,4,G,VS2,5,12872
21053,1.01,Very Good,3,F,SI1,3,5078
21054,1.01,Fair,1,D,VS2,5,6176
21055,0.57,Ideal,5,F,VS2,5,1637
21056,0.3,Ideal,5,D,VS1,4,651
21057,1.21,Ideal,5,G,SI1,3,6958
21058,1.16,Ideal,5,I,VS2,5,5302
